claim,headline,IsQuestion,HasTowParts,label
دستگیری وحشیانه بانوان بد حجاب در مجتمع خلیج فارس شیراز ! / شایعه 0509,مجتمع خلیج فارس شیراز معطر به بوی امام حسین(ع) شد,0,0,Unrelated
قلاده های الکترونیکی برای حجاج ایرانی! / شایعه 0508,قلاده های الکترونیکی برای حجاج ایرانی! / شایعه 0508,0,0,Agree
قلاده های الکترونیکی برای حجاج ایرانی! / شایعه 0508,مچ‌بند الکترونیکی برای حجاج ایرانی شایعه است,0,0,Disagree
قلاده های الکترونیکی برای حجاج ایرانی! / شایعه 0508,دستبند الکترونیکی عربستان برای شناسایی حجاج,0,0,Discuss
فروش پنجاه تومانی متبرک به دست رهبر انقلاب به قیمت ده میلیون تومان! / شایعه 0505,فروش پنجاه تومانی متبرک به دست رهبر انقلاب به قیمت ده میلیون تومان!,0,0,Agree
فروش پنجاه تومانی متبرک به دست رهبر انقلاب به قیمت ده میلیون تومان! / شایعه 0505,رهبر انقلاب به دولتمردان چقدر عیدی دادند؟,0,0,Unrelated
فروش پنجاه تومانی متبرک به دست رهبر انقلاب به قیمت ده میلیون تومان! / شایعه 0505, فروش پنجاه تومانی متبرک به دست رهبر انقلاب به قیمت ده میلیون تومان! / شایعه 0505 شایعات,0,0,Agree
تولید اولین بستنی جهان توسط کریم باستانی در ایران! / شایعه 0503, آیا بستنی ابداع ایرانی ها بود؟,0,0,Discuss
تولید اولین بستنی جهان توسط کریم باستانی در ایران! / شایعه 0503,کریم باستانی اولین تولید کننده بستنی,0,0,Agree
تولید اولین بستنی جهان توسط کریم باستانی در ایران! / شایعه 0503,آشنایی با تاریخچه بستنی در جهان,0,0,Discuss
درمان قطعی دیابت با انبه! / شایعه 0487,فریب تبلیغات ماهواره ای را نخورید؛ دیابت درمان قطعی ندارد,0,0,Disagree
درمان قطعی دیابت با انبه! / شایعه 0487,آیا خوردن انبه برای بیماران دیابتی خوب است؟,0,0,Discuss
درمان قطعی دیابت با انبه! / شایعه 0487,خواص بسیار مفید “برگ انبه” برای دیابتی ها,0,0,Discuss
برکناری سردار رستم قاسمی به دلیل فساد مالی ! / شایعه 0482,دلیل برکناری رستم قاسمی چه بود؟,0,0,Discuss
برکناری سردار رستم قاسمی به دلیل فساد مالی ! / شایعه 0482,دلیل برکناری رستم قاسمی چه بود؟,0,0,Discuss
برکناری سردار رستم قاسمی به دلیل فساد مالی ! / شایعه 0482,لیست اموال وزیر سابق نفت و مشاور جهانگیری اعلام شد,0,0,Unrelated
فلسطین هم به قطعنامه عربستان رای مثبت داد ! / شایعه 0414,آیا فلسطینی‌ها با عربستان علیه ایران همدست شدند؟,0,0,Discuss
فلسطین هم به قطعنامه عربستان رای مثبت داد ! / شایعه 0414,اینکه فلسطین هم به قطعنامه ضد ایرانی عربستان رای مثبت داد واقعیت دارد یا شایعه است؟,0,0,Discuss
فلسطین هم به قطعنامه عربستان رای مثبت داد ! / شایعه 0414,فلسطین هم به قطعنامه عربستان رای مثبت داد!!,0,0,Agree
فلسطین هم به قطعنامه عربستان رای مثبت داد ! / شایعه 0414,مجمع عمومی سازمان ملل با اکثریت چشمگیر علیه تصمیم ترامپ درباره بیت‌المقدس رای داد.,0,0,Unrelated
انتشار عکس تخریب برج میلاد در جنگ، توسط عربستان ! / شایعه 0413,واقعیت ماجرای تهدید نظامی عربستان با انتشار تصویر حمله به برج میلاد +عکس,0,0,Discuss
انتشار عکس تخریب برج میلاد در جنگ، توسط عربستان ! / شایعه 0413,شهردار تهران بخاطر رقص چند کودک در برج میلاد احضار شد/ کنایه و هشدار دادستان به نجفی,0,0,Unrelated
انتشار عکس تخریب برج میلاد در جنگ، توسط عربستان ! / شایعه 0413,مهدی یراحی خواننده پاپ کشور ممنوع الکار شد,0,0,Unrelated
فروش کفن ضد عذاب قبر! / شایعه 0411,فروش کفن های ضد عذاب قبر در ترکیه!,0,0,Agree
فروش کفن ضد عذاب قبر! / شایعه 0411,فروش کفن ضد آتش و عذاب قبر! + عکس,0,0,Agree
فروش کفن ضد عذاب قبر! / شایعه 0411,فروش کفن های ضد عذاب قبر در ترکیه,0,0,Agree
فروش کفن ضد عذاب قبر! / شایعه 0411,تکذیب واردات پارچه کفن از هند,0,0,Unrelated
سفینه فضایی در چالوس و نور در ایران! / شایعه 0410,بشقاب پرنده در چالوس؟ رویا یا واقعیت,0,0,Discuss
سفینه فضایی در چالوس و نور در ایران! / شایعه 0410,بشقاب پرنده در آسمان جاده چالوس؛ شایعه یا واقعیت؟,0,0,Discuss
سفینه فضایی در چالوس و نور در ایران! / شایعه 0410,مشاهده موجودی عجیب در سواحل چالوس + عکس,0,0,Unrelated
دستگیری ساندویچی آلوده به ایدز داعش در کرمانشاه! / شایعه 0407,دستگیری ساندویچ فروش داعشی در کرمانشاه + عکس,0,0,Agree
دستگیری ساندویچی آلوده به ایدز داعش در کرمانشاه! / شایعه 0407,دستگیری ساندویچ فروش داعشی در کرمانشاه +عکس,0,0,Agree
دستگیری ساندویچی آلوده به ایدز داعش در کرمانشاه! / شایعه 0407,ماجرای مغازه ساندویچ فروشی داعش در کرمانشاه!,0,0,Discuss
دستگیری ساندویچی آلوده به ایدز داعش در کرمانشاه! / شایعه 0407,دستگیری «ساندویچ فروش داعشی در ایران» دروغ است,0,0,Disagree
دستگیری ساندویچی آلوده به ایدز داعش در کرمانشاه! / شایعه 0407, آلودگی میکروبی، برخی فروشگاه های خوراکی شیراز را تعطیل کرد,0,0,Unrelated
سخنان محسن رضایی در خصوص حمله نزدیک عربستان به ایران! / شایعه 0406,محسن رضایی: رفتار عربستان شبیه تحولات عراق پیش از حمله به ایران است,0,0,Agree
سخنان محسن رضایی در خصوص حمله نزدیک عربستان به ایران! / شایعه 0406,طی حمله موشکی؛ یمنی ها عربستان را نقره داغ کردند,0,0,Unrelated
سخنان محسن رضایی در خصوص حمله نزدیک عربستان به ایران! / شایعه 0406,محسن رضایی نسبت به حملۀ نظامی آمریکا هشدار داد,0,0,Unrelated
بلعیده شدن انسان توسط مار در کردستان! / شایعه 0405,بلعیده شدن یک زن توسط مار غول پیکر,0,0,Discuss
بلعیده شدن انسان توسط مار در کردستان! / شایعه 0405,وجود مار آدمخوار در متروی اهواز تکذیب شد,0,0,Unrelated
بلعیده شدن انسان توسط مار در کردستان! / شایعه 0405,تکذیب کشته شدن زن ایرانی توسط چند افغانستانی,0,0,Unrelated
قطع ارتباط جیبوتی با ایران ! / شایعه 0404,‍ پ واکنش شریعتمداری به قطع رابطه جیبوتی با ایران,0,0,Agree
قطع ارتباط جیبوتی با ایران ! / شایعه 0404,جیبوتی ایران را تهدید کرد,0,0,Unrelated
قطع ارتباط جیبوتی با ایران ! / شایعه 0404,مالدیو روابط خود را با قطر قطع کرد,0,0,Unrelated
قطع ارتباط جیبوتی با ایران ! / شایعه 0404,جیبوتی هم اتفاقات سفارت عربستان در ایران را محکوم کرد,0,0,Unrelated
قطع ارتباط جیبوتی با ایران ! / شایعه 0404,‍ پ جزیره بحرین، جیبوتی و سودان روابط دیپلماتیک خود را با ایران قطع کردند / امارات سطح روابطش را کاهش داد و قطر، سومالی و مصر بیانیه داد,0,0,Agree
سرطان آیت الله واعظ طبسی و سفر درمانی به آلمان ! / شایعه 0403,وخامت حال واعظ طبسی تکذیب شد,0,0,Unrelated
سرطان آیت الله واعظ طبسی و سفر درمانی به آلمان ! / شایعه 0403,(تصاویر) عیادت هاشمی و حسن‌خمینی از واعظ‌ طبسی,0,0,Unrelated
سرطان آیت الله واعظ طبسی و سفر درمانی به آلمان ! / شایعه 0403,آیت‌الله واعظ طبسی درگذشت,0,0,Unrelated
اولین ملکه زیبایی جهان ایرانی بود! / شایعه 0401,اولین ملکه زیبایی جهان و ایران در سال 1896 +عکس,0,0,Agree
اولین ملکه زیبایی جهان ایرانی بود! / شایعه 0401, اولین ملکه زیبایی جهان، اهل ایران,0,0,Agree
اولین ملکه زیبایی جهان ایرانی بود! / شایعه 0401,فرار ملکه زیبایی عراق بعد از عکس سلفی با ملکه اسرائیل (+عکس),0,0,Unrelated
اولین ملکه زیبایی جهان ایرانی بود! / شایعه 0401,آیا این زن اولین ملکه زیبایی ایران است!؟ +تصاویر,0,0,Discuss
خودروی داعش در زنجان ! / شایعه 0400,تكذيب حضور داعش در زنجان + تصاوير,0,0,Discuss
خودروی داعش در زنجان ! / شایعه 0400,تردد خودرویی با علامت داعش در ایران,0,0,Agree
خودروی داعش در زنجان ! / شایعه 0400,تکذیب حضور گروه داعش در زنجان/ فضای جامعه باید برای قانون گریزان و اوباش ناامن شود,0,0,Discuss
خودروی داعش در زنجان ! / شایعه 0400,داعش مسوولیت انفجار خودروی بمب گذاری شده در شهر تلعفر را بر عهده گرفت,0,0,Unrelated
باران اسیدی و باران سرب در تهران ! / شایعه 0399,رد یک شائبه؛ باران تهران اسیدی نبوده است,0,0,Disagree
باران اسیدی و باران سرب در تهران ! / شایعه 0399,باران اسیدی در تهران و شهرهای آلوده,0,0,Agree
باران اسیدی و باران سرب در تهران ! / شایعه 0399,گزارش وزیر، باران آلوده و بیماری هزاران اهوازی دروغ نیست,0,0,Unrelated
پیام تسلیت حماس درباره کشته شدن سرکرده جیش الاسلام! / شایعه 0397,حماس «تسلیت گفتن» مرگ «علوش» فرمانده «جیش الاسلام» را تکذیب کرد,0,0,Discuss
پیام تسلیت حماس درباره کشته شدن سرکرده جیش الاسلام! / شایعه 0397,رهبر جیش الاسلام و چندین تن از سران مخالفان سوریه کشته شدند,0,0,Unrelated
پیام تسلیت حماس درباره کشته شدن سرکرده جیش الاسلام! / شایعه 0397,حماس، پیام تسلیت درباره «علوش» را تکذیب کرد,0,0,Discuss
پیام تسلیت حماس درباره کشته شدن سرکرده جیش الاسلام! / شایعه 0397,«زهران علوش» در سوریه به هلاکت رسید+عکس,0,0,Unrelated
آخوندها معاف از سربازی هستند! / شایعه 0396,خدمت سربازی طلاب در ۲۸ نهاد,0,0,Disagree
آخوندها معاف از سربازی هستند! / شایعه 0396,طلاب با سربازی در ۲۸ نهاد کارت پایان خدمت می‌گیرند/ آغاز خدمت وظیفه ۵۰۰ طلبه در آموزش و پرورش,0,0,Disagree
آخوندها معاف از سربازی هستند! / شایعه 0396,معافیت فعالان سمن‌ها از «سربازی» صحت ندارد,0,0,Unrelated
نصب پرچم داعش روی پل کرمانشاه ! / شایعه 0391,شایعه نصب پرچم داعش روی پلی در کرمانشاه + تصاویر,0,0,Discuss
نصب پرچم داعش روی پل کرمانشاه ! / شایعه 0391,شایعه نصب پرچم داعش در کرمانشاه! +عکس,0,0,Discuss
نصب پرچم داعش روی پل کرمانشاه ! / شایعه 0391, متهمان نصب پرچم داعش در شیراز دستگیر شدند,0,0,Unrelated
اعتراض دانشجویان دانشگاه آزاد علوم پزشکی تهران؛ ما شوهر می خواهیم! / شایعه 0386,دخترانی معترض با شعار "ما شوهر می خواهیم"+عکس,0,0,Agree
اعتراض دانشجویان دانشگاه آزاد علوم پزشکی تهران؛ ما شوهر می خواهیم! / شایعه 0386,کواکبیان: می‌گویند ضدانقلاب ترمز اتوبوس دانشگاه آزاد را بریده است,0,0,Unrelated
اعتراض دانشجویان دانشگاه آزاد علوم پزشکی تهران؛ ما شوهر می خواهیم! / شایعه 0386,تجمع دانشجویان بلاتکلیف دانشگاه آزاد,0,0,Unrelated
بازداشت زائرین افغان اربعین در ایران! / شایعه 0385,زائرین افغانستان برای اربعین خدمات بهتری از ایران گرفتند,0,0,Unrelated
بازداشت زائرین افغان اربعین در ایران! / شایعه 0385,دستگیری زائران ایرانی به جرم داشتن بی سیم و عکاسی از مراکز ممنوعه,0,0,Unrelated
بازداشت زائرین افغان اربعین در ایران! / شایعه 0385,عدم صدور ویزا به "زائرین افغانستان" از سوی دولت عراق,0,0,Unrelated
ازدواج مرد 65ساله با کودک 12ساله پناهنده سوری / شایعه 0384, ازدواج مرد 65ساله با کودک 12ساله پناهنده سوری / شایعه 0384,0,0,Agree
ازدواج مرد 65ساله با کودک 12ساله پناهنده سوری / شایعه 0384,اضافه‌وزن؛ افسردگی به بار می‌آورد,0,0,Unrelated
ازدواج مرد 65ساله با کودک 12ساله پناهنده سوری / شایعه 0384,ازدواج پیرمرد عرب با دختربچه سوری بی نتیجه ماند,0,0,Discuss
هرکس پایان صفر را خبر دهد بهشت بر او واجب میشود! / شایعه 0380,آیا هرکس پایان صفر را خبر دهد بهشت بر او واجب می‌شود,0,0,Discuss
هرکس پایان صفر را خبر دهد بهشت بر او واجب میشود! / شایعه 0380,آیا خبر فرا رسیدن ماه ربیع و پایان ماه صفر مژده بهشت دارد؟!؟ ,0,0,Discuss
هرکس پایان صفر را خبر دهد بهشت بر او واجب میشود! / شایعه 0380,بهشت بر زائر حضرت معصومه واجب است,0,0,Unrelated
نبش قبر و خارج کردن بقایای جسد فاطمه بنت نهبان، نوه امام کاظم(ع) ! / شایعه 0379,نبش قبر نوه امام‌موسی‌کاظم توسط داعش,0,0,Agree
نبش قبر و خارج کردن بقایای جسد فاطمه بنت نهبان، نوه امام کاظم(ع) ! / شایعه 0379,نبش قبر نوه حضرت موسی کاظم(ع)توسط داعش+عکس,0,0,Agree
نبش قبر و خارج کردن بقایای جسد فاطمه بنت نهبان، نوه امام کاظم(ع) ! / شایعه 0379, نبش قبر و خارج کردن بقایای جسد فاطمه بنت نهبان، نوه امام کاظم(ع) ! / شایعه 0379,0,0,Agree
نبش قبر و خارج کردن بقایای جسد فاطمه بنت نهبان، نوه امام کاظم(ع) ! / شایعه 0379,تکذیب کشف بقایای جنازه پهلوی اول در شهرری,0,0,Unrelated
حمله تروریستی به کاروان زائران ایرانی اربعین! / شایعه 0374,آیا داعش به زائران ایرانی حمله کرد ؟ + فیلم,0,0,Discuss
حمله تروریستی به کاروان زائران ایرانی اربعین! / شایعه 0374,آیا داعش به زائران ایرانی حمله کرد ؟,0,0,Discuss
حمله تروریستی به کاروان زائران ایرانی اربعین! / شایعه 0374,روسیه حمله تروریست ها را به کاروان خودروهای خود در سوریه تکذیب کرد,0,0,Unrelated
حمله تروریستی داعش به ایستگاه هلال احمر قم-تهران! / شایعه 0371,عاملان دستبرد به پایگاه هلال‌احمر دزد بودند نه داعشی,0,0,Discuss
حمله تروریستی داعش به ایستگاه هلال احمر قم-تهران! / شایعه 0371,حمله داعش به ايستگاه هلال احمر در قم !,0,0,Agree
حمله تروریستی داعش به ایستگاه هلال احمر قم-تهران! / شایعه 0371,اعضای گروهک تروریستی داعش، به یک ایستگاه هلال احمر در اتوبان قم- تهران حمله کردند,0,0,Agree
حمله تروریستی داعش به ایستگاه هلال احمر قم-تهران! / شایعه 0371,دستگیری مدعیان عضو داعش در اتوبان تهران - قم!,0,0,Discuss
حمله تروریستی داعش به ایستگاه هلال احمر قم-تهران! / شایعه 0371,محاکمه ۵ داعشی‌ که به پایگاه هلال احمر حمله کردند!,0,0,Agree
حمله تروریستی داعش به ایستگاه هلال احمر قم-تهران! / شایعه 0371,دو تا سه نفر دیگر در حادثه متروی قم همچنان مفقود هستند,0,0,Unrelated
رویش درخت جهنمی زقوم در عربستان / شایعه 0369,درخت زقوم (که خداوند به جهنمیان وعده داده) در عربستان!,0,0,Agree
رویش درخت جهنمی زقوم در عربستان / شایعه 0369,خطرناک ترین درخت دنیا,0,0,Unrelated
رویش درخت جهنمی زقوم در عربستان / شایعه 0369,رویش درخت صنوبر در درون سینه یک مرد + تصاویر,0,0,Unrelated
بابک زنجانی به هر ایرانی 200 میلیون می دهد! / شایعه 0367,بابک زنجانی به هر ایرانی 200 میلیون می دهد! / شایعه 0367,0,0,Agree
بابک زنجانی به هر ایرانی 200 میلیون می دهد! / شایعه 0367,پرداخت ۲۰۰ میلیون به هر ایرانی،توسط بابک زنجانی!!!(کد شایعه 0056),0,0,Agree
بابک زنجانی به هر ایرانی 200 میلیون می دهد! / شایعه 0367,«شایعه» حمایت 200 میلیونی بابک زنجانی از هر ایرانی!!,0,0,Discuss
بابک زنجانی به هر ایرانی 200 میلیون می دهد! / شایعه 0367,فرخ‌زاد 200 میلیون یورو ارز دولتی را در بازار آزاد فروخته است/ سود هنگفت مالک از ضربه به ماشین‌سازی!,0,0,Unrelated
اسراف در پذیرایی از سران صادر کننده گاز در تهران !/ شایعه 0366,توضیح اسماعیلی درباره فیلم منتسب به اجلاس سران کشورهای صادرکننده گاز,0,0,Discuss
اسراف در پذیرایی از سران صادر کننده گاز در تهران !/ شایعه 0366,​توسعه زیرساخت‌های گازی عراق با کمک ایران ​,0,0,Unrelated
اسراف در پذیرایی از سران صادر کننده گاز در تهران !/ شایعه 0366,امضای قرارداد بزرگ برای صادرات گاز اسرائیل به مصر,0,0,Unrelated
صدور حکم اعدام پسر تلگرامی! / شایعه 0365,شایعه صدور حکم اعدام برای پسر تلگرامی,0,0,Discuss
صدور حکم اعدام پسر تلگرامی! / شایعه 0365,نظر اژه‌ای درباره حکم پسر پرحاشیه تلگرام,0,0,Discuss
صدور حکم اعدام پسر تلگرامی! / شایعه 0365,کنایه تلگرامی آشنا به پسر عارف + عکس,0,0,Unrelated
گروگانگیری در بازار موبایل ایران! / شایعه 0364,شایعه‌ گروگان‌گیری در بازار موبایل تهران,0,0,Discuss
گروگانگیری در بازار موبایل ایران! / شایعه 0364,شایعه کشته شدن 27 نفر در گروگانگیری بازار موبایل تهران! + تصاویر,0,0,Discuss
گروگانگیری در بازار موبایل ایران! / شایعه 0364,گروگانگیری در بازار موبایل تهران تکذیب شد,0,0,Discuss
گروگانگیری در بازار موبایل ایران! / شایعه 0364,شایعه سازان «گروگانگیری در بازار موبایل ایران» دستگیر شدند,0,0,Disagree
گروگانگیری در بازار موبایل ایران! / شایعه 0364,گروگانگیری در بازار موبایل تکذیب شد,0,0,Discuss
گروگانگیری در بازار موبایل ایران! / شایعه 0364,تکذیب گروگانگیری در بازار موبایل تهران,0,0,Discuss
گروگانگیری در بازار موبایل ایران! / شایعه 0364,گروگانگیری در پاریس و درخواست تماس با ایران,0,0,Unrelated
دستگیری افراد داعش در کاشان !/ شایعه 0363,فروشندگان مواد مخدر فضای مجازی در کاشان دستگیر شدند,0,0,Unrelated
دستگیری افراد داعش در کاشان !/ شایعه 0363,دستگیری افراد داعش در کاشان !/ شایعه 0363,0,0,Agree
دستگیری افراد داعش در کاشان !/ شایعه 0363,دستگیری عامل تبلیغ اینترنتی خالکوبی در کاشان / کشف 500 قطعه تصویر الگوی خالکوبی,0,0,Unrelated
طرح جدید، سکه 100هزار ریالی! / شایعه 0362,شایعه سکه صد هزار ریال صحت ندارد,0,0,Disagree
طرح جدید، سکه 100هزار ریالی! / شایعه 0362,طرح جدید سکه 100 هزار ریالی!!!(کد شایعه 0041),0,0,Agree
طرح جدید، سکه 100هزار ریالی! / شایعه 0362,تصویری از سکه ده هزار تومانی,0,0,Agree
طرح جدید، سکه 100هزار ریالی! / شایعه 0362,سکه به کانال 25 میلیون ریالی وارد شد,0,0,Unrelated
خودکشی نوجوان به دلیل درس معلم دینی! / شایعه 0361,(عکس) خودکشی نوجوان به دلیل درس معلم دینی,0,0,Agree
خودکشی نوجوان به دلیل درس معلم دینی! / شایعه 0361,خودسوزی دختر نوجوان تهرانی بخاطر تقلب و گرفتن نمره صفر!,0,0,Unrelated
خودکشی نوجوان به دلیل درس معلم دینی! / شایعه 0361,خودکشی پسر 11 ساله بعد از آزار در مدرسه + تصاویر,0,0,Unrelated
حمله هوایی داعش به کربلا! / شایعه 0360,حمله هوایی داعش به کربلا,0,0,Agree
حمله هوایی داعش به کربلا! / شایعه 0360,وزیر جنگ داعش در حمله هوایی عراق به هلاکت رسید,0,0,Unrelated
حمله هوایی داعش به کربلا! / شایعه 0360,کشته شدن 16 دستیار رهبر داعش در حملات هوایی عراق به سوریه,0,0,Unrelated
حمله هوایی داعش به کربلا! / شایعه 0360,پشت پرده خبر حمله هوایی داعش به کربلا!,0,0,Discuss
شهادت سردار سلیمانی در سوریه! / شایعه 0359,شهادت سردار سلیمانی در سوریه,0,0,Agree
شهادت سردار سلیمانی در سوریه! / شایعه 0359,سردار سلیمانی در سوریه به شهادت رسید,0,0,Agree
شهادت سردار سلیمانی در سوریه! / شایعه 0359,سپاه شایعه شهادت سردار سلیمانی را تکذیب کرد,0,0,Discuss
شهادت سردار سلیمانی در سوریه! / شایعه 0359,ادعای پایگاه صهیونیستی دبکا: سردار سلیمانی در سوریه به شهادت رسید,0,0,Discuss
شهادت سردار سلیمانی در سوریه! / شایعه 0359,تکذیب شهادت سردار سلیمانی در سوریه,0,0,Discuss
شهادت سردار سلیمانی در سوریه! / شایعه 0359,شهادت سردار سلیمانی در سوریه تکذیب شد,0,0,Discuss
شهادت سردار سلیمانی در سوریه! / شایعه 0359,ترور نافرجام حاج قاسم سلیمانی در مشهد,0,0,Unrelated
سخنرانی شجاعانه نقویان که منجر به اخراج و خلع لباسش شد! / 0353,پشت پرده سخنرانی شجاعانه نقویان که منجر به اخراج و خلع لباسش شد!,0,0,Agree
سخنرانی شجاعانه نقویان که منجر به اخراج و خلع لباسش شد! / 0353,سخنرانی شجاعانه نقویان که منجر به اخراج و خلع لباسش شد!!! / شایعه ۰۰۲۷,0,0,Agree
سخنرانی شجاعانه نقویان که منجر به اخراج و خلع لباسش شد! / 0353,حجت الاسلام نقویان «دبیر هیأت عالی گزینش کشور» شد,0,0,Unrelated
شهادت فرزند سردار قربانی / شایعه 0350,شهادت فرزند سردار قربانی (عکس),0,0,Agree
شهادت فرزند سردار قربانی / شایعه 0350,سردار قربانی: حضور در سوریه مانع تکرار حوادث تروریستی می شود,0,0,Unrelated
حضور جومونگ در محک، 12 ساعت پس از ایمیل کودک سرطانی! / شایعه 0348,حضور جومونگ در محک، 12 ساعت پس از ایمیل کودک سرطانی! / ,0,0,Agree
حضور جومونگ در محک، 12 ساعت پس از ایمیل کودک سرطانی! / شایعه 0348,از شایعه فوت علی‌ انصاریان تا حضور ضرب‌الاجلی جومونگ در ایران,0,0,Discuss
حضور جومونگ در محک، 12 ساعت پس از ایمیل کودک سرطانی! / شایعه 0348,انتقاد گلزار از حضور جومونگ درتهران و استقبال مردم,0,0,Unrelated
عکس واقعی زلیخا در موزه لوور پاریس ! / شایعه 0346,زلیخا در موزه لوور پاریس (عکس),0,0,Agree
عکس واقعی زلیخا در موزه لوور پاریس ! / شایعه 0346,شایعه عکس واقعی زلیخا در موزه لوور پاریس,0,0,Discuss
عکس واقعی زلیخا در موزه لوور پاریس ! / شایعه 0346, تیراندازی سرباز فرانسوی در موزه لوور,0,0,Unrelated
7 آبان روز جهانی کوروش! / شایعه 0345,7 آبان «روز جهانی كوروش» نيست,0,0,Disagree
7 آبان روز جهانی کوروش! / شایعه 0345,۷ آبان، روز کوروش جعلی است/دستگیری ۱۲ نفر از سرکرده‌های اصلی که ماموریت خرابکاری داشتند,0,0,Disagree
7 آبان روز جهانی کوروش! / شایعه 0345,تکذیب خبر تعطیلی مجموعه پاسارگاد در روز 7 آبان,0,0,Unrelated
7 آبان روز جهانی کوروش! / شایعه 0345,روز جهانی کورش، حقیقت یا دروغ ؟,0,0,Discuss
7 آبان روز جهانی کوروش! / شایعه 0345,۷ آبان «روز جهانی کوروش» نیست,0,0,Disagree
7 آبان روز جهانی کوروش! / شایعه 0345,۷ آبان ماه روز جهانی کوروش نیست + سند,0,0,Disagree
نصب مجسمه کوروش در خلیج فارس و تنگه هرمز! / شایعه 0267,نصب مجسمه کوروش در تنگه هرمز صحت دارد؟+عکس,0,0,Discuss
نصب مجسمه کوروش در خلیج فارس و تنگه هرمز! / شایعه 0267,تندیس کوروش در تنگه هرمز + عکس,0,0,Agree
نصب مجسمه کوروش در خلیج فارس و تنگه هرمز! / شایعه 0267,نصب مجسمه کوروش در خلیج فارس‌ صحت دارد؟+عکس,0,0,Discuss
نصب مجسمه کوروش در خلیج فارس و تنگه هرمز! / شایعه 0267,تکذیب شایعه نصب مجسمه کورش در تنگه هرمز,0,0,Discuss
نصب مجسمه کوروش در خلیج فارس و تنگه هرمز! / شایعه 0267,رزمایش سپاه در خلیج فارس و تنگه هرمز برگزار شد,0,0,Unrelated
فلسطینی ها هدیه ایرانیان را آتش زدند! / شایعه 0266,فلسطینی ها هدیه ایرانیان را آتش زدند! / شایعه 0266,0,0,Agree
فلسطینی ها هدیه ایرانیان را آتش زدند! / شایعه 0266,فلسطینی ها هدایایی که رژیم ایران برایشان فرستاده بود را آتش زدند,0,0,Agree
فلسطینی ها هدیه ایرانیان را آتش زدند! / شایعه 0266,نیروهای اسرائیلی با معترضان فلسطینی درگیر شدند,0,0,Unrelated
قتل عام در پارتی کرج! / شایعه 0265,قتل عام در پارتی کرج/عکس ها و فیلم,0,0,Agree
قتل عام در پارتی کرج! / شایعه 0265,“قتل عام” جوانان کرج در پارتی شبانه! + تصاویر,0,0,Agree
قتل عام در پارتی کرج! / شایعه 0265,قتل عام در پارتی کرج / شایعه ۰۰۰۶,0,0,Agree
قتل عام در پارتی کرج! / شایعه 0265,‍ پ قتل‌‌عام دردناک ۳۰۰ تمساح در روستایی در اندونزی,0,0,Unrelated
توافق نهایی استقلال با پاتریک فرایدی نیجریه ای,توافق نهایی استقلال با پاتریک فرایدی نیجریه ای تکذیب شد,0,0,Discuss
توافق نهایی استقلال با پاتریک فرایدی نیجریه ای,توافق نهایی استقلال با دو مهاجم خارجی,0,0,Discuss
توافق نهایی استقلال با پاتریک فرایدی نیجریه ای,کاهش قیمت نفت در پی ناکامی اوپک برای دستیابی به توافق نهایی,0,0,Unrelated
شایعه دوپینگ و خداحافظی فرهاد مجیدی,عاقبت شایعه سازی برای دوپینگ و خداحافظی فرهاد مجیدی,0,0,Discuss
شایعه دوپینگ و خداحافظی فرهاد مجیدی,فرهاد مجیدی دوپینگی نبود!,0,0,Disagree
شایعه دوپینگ و خداحافظی فرهاد مجیدی,شاید فرهاد مجیدی دوپینگی باشد!,0,0,Discuss
شایعه دوپینگ و خداحافظی فرهاد مجیدی,بهداد نبود، رستمی و براری تست دوپینگ دادند,0,0,Unrelated
پیشنهاد ۹ میلیون دلاری امارات به زلاتکو دالیچ,تکذیب پیشنهاد ۹ میلیون دلاری امارات به زلاتکو دالیچ,0,0,Discuss
پیشنهاد ۹ میلیون دلاری امارات به زلاتکو دالیچ,برابری دستمزد کی‌روش با سرمربی تیم ملی انگلیس,0,0,Unrelated
پیشنهاد ۹ میلیون دلاری امارات به زلاتکو دالیچ,حضور زلاتکو دالیچ در تیم ملی فوتبال امارات تکذیب شد!,0,0,Discuss
التماس نیمار برای بازگشت به بارسلونا,التماس نیمار برای بازگشت به بارسلونا,0,0,Agree
التماس نیمار برای بازگشت به بارسلونا,التماس نیمار برای بازگشت به بارسلونا,0,0,Agree
التماس نیمار برای بازگشت به بارسلونا,مسی خواهان بازگشت نیمار به بارسلونا است,0,0,Unrelated
خروج باشگاه اکسین از استان البرز,شایعه خروج باشگاه اکسین از استان البرز تکذیب شد,0,0,Discuss
خروج باشگاه اکسین از استان البرز,خروج اکسین از البرز شایعه یا واقعیت,0,0,Discuss
خروج باشگاه اکسین از استان البرز,خروج باشگاه اکسین از استان البرز شایعه است,0,0,Disagree
خروج باشگاه اکسین از استان البرز,چهار بازیکن جدید جذب اکسین البرز شدند,0,0,Unrelated
سرمربیگری گاس هیدینک برای تراکتورسازی,شایعه: سرمربیگری گاس هیدینک برای تراکتورسازی,0,0,Discuss
سرمربیگری گاس هیدینک برای تراکتورسازی,شایعه در تبریز؛ گاس هیدینک گزینه سرمربیگری تراکتورسازی,0,0,Discuss
سرمربیگری گاس هیدینک برای تراکتورسازی,گاس هیدینک گزینه زنوزی برای هدایت تراکتورسازی,0,0,Discuss
سرمربیگری گاس هیدینک برای تراکتورسازی,گاس هيدينگ مربي چلسي شد,0,0,Unrelated
